4.65456406,0
6.31804271,1.46867E-05
6.74,1.46867E-05
7.395,0.00002961
8.12,0.00002961
8.915,0.00002961
9.785,4.58533E-05
10.735,6.48033E-05
11.78,8.71033E-05
12.93,0.000111217
14.19,0.00013807
15.575,0.00019842
17.095,0.000230847
18.76,0.000336333
20.585,0.000408357
22.59,0.000561953
24.795,0.000720733
27.215,0.00088218
29.87,0.001135133
32.78,0.00144256
35.975,0.00178417
39.485,0.00223106
43.335,0.00279163
47.56,0.003468897
52.195,0.00424163
57.285,0.005007003
62.87,0.005861607
69,0.0066287
75.73,0.007466183
83.11,0.00825743
91.21,0.009155333
100.105,0.00991266
109.87,0.01107534
120.585,0.011967437
132.34,0.013045367
145.24,0.01468049
159.4,0.016653967
174.94,0.019123523
191.995,0.024231483
210.715,0.028528533
231.26,0.036385167
253.81,0.04503971
278.56,0.063211533
305.72,0.088769337
335.525,0.11740515
368.235,0.169802573
404.135,0.22924919
443.54,0.299021773
486.785,0.405861423
534.245,0.546612
586.335,0.74280034
643.505,0.96589241
706.245,1.26939748
775.1,1.57594954
850.675,1.97475819
933.615,2.483641307
1024.64,3.094402467
1124.54,4.014466253
1234.18,4.954022417
1354.51,6.10810015
1486.575,8.313944643
1631.515,10.89275469
1790.585,13.18642425
1965.165,16.93067687
2156.765,22.03393295
2367.05,28.95543662
2597.835,39.76858457
2851.12,54.18052683
3129.1,68.46311434
3434.18,81.08758417
3769.01,93.15701905
4136.485,97.48547009
4539.785,100
4982.41,100
