4.65456406,0
6.31804271,5.20633E-05
6.74,5.20633E-05
7.395,9.48733E-05
8.12,9.48733E-05
8.915,9.48733E-05
9.785,0.000134803
10.735,0.00017626
11.78,0.00021992
12.93,0.000265887
14.19,0.000313723
15.575,0.00042039
17.095,0.000476213
18.76,0.00065329
20.585,0.00076884
22.59,0.001029527
24.795,0.001302893
27.215,0.001575373
29.87,0.002004013
32.78,0.002532863
35.975,0.00313513
39.485,0.003945577
43.335,0.004957913
47.56,0.006183287
52.195,0.007766553
57.285,0.009510267
62.87,0.011573713
69,0.01390606
75.73,0.016787587
83.11,0.020174467
91.21,0.02416533
100.105,0.02879914
109.87,0.034321477
120.585,0.040985173
132.34,0.049445447
145.24,0.06116664
159.4,0.08069964
174.94,0.117182323
191.995,0.184770913
210.715,0.309077147
231.26,0.540661663
253.81,0.92126825
278.56,1.55254473
305.72,2.51599797
335.525,3.790742353
368.235,5.473454583
404.135,7.533091673
443.54,9.830962463
486.785,12.57589483
534.245,15.68831134
586.335,18.99611516
643.505,22.76867827
706.245,26.97250387
775.1,31.92282802
850.675,37.95466145
933.615,44.54485323
1024.64,51.34652187
1124.54,58.34087238
1234.18,65.6292351
1354.51,71.17078823
1486.575,76.04675355
1631.515,78.72315224
1790.585,81.72331395
1965.165,82.77430927
2156.765,84.98235978
2367.05,88.83883986
2597.835,92.24458941
2851.12,96.1023535
3129.1,98.69114092
3434.18,100
3769.01,100
